id,original_title,genres
39349,Sugar Hill,Drama Action Thriller
44164,Chaos,Drama
12253,Biker Boyz,Action Drama
9358,Final Destination 2,Horror Mystery
1647,The Recruit,Action Thriller
9027,The Guru,Comedy Romance
125945,Kedma,War Drama
21189,Lost in La Mancha,Documentary
10894,May,Drama Horror Thriller Romance
28528,The Harder They Fall,Drama
34783,I'm All Right Jack,Comedy
34374,Murder by Decree,Crime Mystery Thriller
12490,Ordinary Decent Criminal,Comedy Thriller
26761,Pursued,Romance Thriller Western Drama
35185,The Smallest Show on Earth,Comedy
15802,トパーズ,Drama
39948,Two Way Stretch,Action Comedy Crime
8286,La femme infidèle,Drama Thriller
43028,Victim,Drama
65300,Endangered Species,Horror Thriller Drama Mystery
24129,Den enfaldige mördaren,Drama
4628,Enigma,Adventure Drama Action Thriller Foreign
4193,Evil Under the Sun,Thriller Crime Mystery Drama
10724,Firefox,Action Adventure Thriller
89571,Five Days One Summer,Drama
32065,Forced Vengeance,Action Adventure Thriller
11915,Le gendarme et les gendarmettes,Comedy
42136,The Grey Fox,Western Action
28307,Hammett,Drama Thriller Mystery
37917,Honkytonk Man,Western Comedy Drama Music
70011,Human Highway,Comedy Drama
37191,"I, the Jury",Crime
210092,If You Could See What I Hear,Drama
3028,Jekyll and Hyde ... Together Again,Comedy Horror
29224,Jönssonligan & DynamitHarry,Comedy
81001,Kiss Me Goodbye,Comedy Fantasy
8219,Laberinto de pasiones,Comedy
27088,The Last American Virgin,Comedy
10150,The Last Unicorn,Fantasy Animation Family
20980,Liquid Sky,Comedy
16407,Dragon Lord,Action Comedy
41913,Making Love,Drama Romance
30875,Manhattan Baby,Horror
29450,Maratonci trče počasni krug,Comedy Drama
27380,Megaforce,Adventure Action
8288,A Midsummer Night's Sex Comedy,Comedy Romance
15600,Missing,Drama History Mystery Thriller
52083,The Missionary,Comedy Foreign
124963,Monsignor,Crime Drama War
11949,Monty Python Live at the Hollywood Bowl,Comedy
42134,Moonlighting,Drama
79257,Mother Lode,Adventure Action Thriller
42130,La Notte di San Lorenzo,War Drama
42131,La Nuit de Varennes,Drama History
41291,One from the Heart,Drama Music Romance
84784,Pandemonium,Comedy Horror Mystery
23942,Paradise,Romance Adventure
72340,Partners,Comedy Crime
32692,Passion,Comedy Drama
37997,Permanent Vacation,Drama
27609,Personal Best,Drama
25872,The Pirate Movie,Action Comedy Drama Family Music Romance
83562,Privates on Parade,Comedy Drama War
127,Przypadek,Drama
14645,Le Père Noël est une ordure,Comedy
27726,Q,Drama Horror Fantasy
42135,Querelle,Drama
21923,Richard Pryor: Live on the Sunset Strip,Comedy
1563,Sans soleil,Documentary
17132,Savannah Smiles,Family
59533,The Secret Policeman's Other Ball,Comedy Music
2262,Die Sehnsucht der Veronika Voss,Crime Drama
52772,Shoot the Moon,Drama Romance
46925,Six Pack,Drama Comedy Family
77073,Six Weeks,Drama
76395,The Soldier,Action
37607,Some Kind of Hero,Comedy Drama
30874,Lo squartatore di New York,Horror
30363,Der Stand der Dinge,Drama
49409,Starstruck,Comedy Music Romance
32048,Still of the Night,Thriller
48139,El Sur,Drama Romance
30584,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Action Adventure Fantasy
48313,Tag: The Assassination Game,Thriller
48249,Tempest,Comedy Drama Romance
29702,Tenebre,Horror Mystery Thriller
24830,They Call Me Bruce?,Action Comedy Thriller
30049,Time Walker,Horror
9699,Trail of the Pink Panther,Comedy Crime
48561,La traviata,Drama Music
30789,Venom,Horror Thriller
81346,Volver a empezar,
11057,Die weisse Rose,Drama History
47955,White Dog,Horror Drama Thriller
19322,Who Dares Wins,Action Thriller
31661,Wrong Is Right,Comedy Drama
52556,Yol,Drama Romance
38219,Il mondo di Yor,Fantasy
23943,Zapped!,Comedy
26454,Deliver Us from Eva,Comedy Drama Romance Thriller
9919,How to Lose a Guy in 10 Days,Comedy Romance
6038,Shanghai Knights,Action Adventure Comedy Western
9480,Daredevil,Fantasy Action Crime Thriller
14873,The Jungle Book 2,Family Animation Adventure
13132,All the Real Girls,Drama Romance
22707,Amandla! A Revolution in Four-Part Harmony,Documentary
18302,취화선,Drama
1956,Gerry,Mystery Drama Adventure
12112,À la folie... pas du tout,Drama Romance Thriller
50380,Lockdown,Action Crime Drama Thriller
212058,Ordinary Sinner,Romance Drama
12139,Dennis the Menace,Family Comedy
118936,Stand-In,Comedy Romance
18587,10 to Midnight,Horror Crime Thriller Drama
24883,The Black Stallion Returns,Drama Family
17264,The Black Stallion,Adventure Family
3426,César et Rosalie,Romance Drama Comedy
2984,A Countess from Hong Kong,Comedy Romance
33221,Into the West,Adventure Drama Family Fantasy
59201,Kinjite: Forbidden Subjects,Action Drama Thriller
26172,Messenger of Death,Action Crime Thriller
26173,Mr. Majestyk,Action Adventure Crime Thriller
33055,Murphy's Law,Action Mystery Thriller
33364,A Patch of Blue,Drama Romance
33851,A Prayer for the Dying,Crime Drama Action Thriller
31598,Q & A,Action Drama Thriller
59401,The Red Badge of Courage,Action Drama War Western
22233,The Thrill of It All,Comedy Romance
4952,Pillow Talk,Comedy Romance
991,The Man Who Fell to Earth,Drama
4911,Dark Blue,Action Crime Drama Thriller
16072,Gods and Generals,Drama History War
11615,The Life of David Gale,Drama Thriller Crime
11635,Old School,Comedy
125806,Dischord,
77283,The Lawless Heart,Drama Comedy Romance
35824,The Navigators,Drama Foreign
102,Elsker dig for evigt,Drama Romance
14293,Poolhall Junkies,Comedy Drama Thriller
41820,Till Human Voices Wake Us,Drama Foreign Mystery Romance Thriller
105024,Stone Reader,
10623,Cradle 2 the Grave,Action Crime Drama
9613,Spider,Drama Mystery Thriller
7015,American Heart,Crime Drama
210938,Edie & Pen,Comedy
42035,Insignificance,Comedy Drama
21867,Lady Jane,Drama Romance History
49680,Hatuna Meuheret,Comedy Drama Romance
6524,Life Stinks,Comedy
11244,The Meteor Man,Fantasy Action Comedy Family
77233,Mr. North,Fantasy Drama Comedy
140071,Seize the Day,
21801,The Slaughter Rule,Drama
35139,Teenagers from Outer Space,Crime Horror Romance Thriller
54845,Trouble Bound,Drama Action Thriller
23834,WaSanGo,Action Comedy
14633,ده,Drama
10678,Bringing Down the House,Comedy
9567,Tears of the Sun,Action Drama War
979,Irréversible,Drama Thriller Crime Mystery
13819,Laurel Canyon,Drama
1591,Nirgendwo in Afrika,Drama
24186,The Safety of Objects,Drama
455,Bend It Like Beckham,Comedy Drama Romance
10632,The Hunted,Drama Action Thriller Crime
10929,Willard,Horror
170400,Gaudi Afternoon,
16229,Prozac Nation,Drama
12079,Spun,Comedy Crime Drama
44081,Zir-e poost-e shahr,Drama Foreign
36362,King of Kings,Drama
4762,Die verlorene Ehre der Katharina Blum,Comedy Drama
18535,Loving You,Drama Music Romance
23159,The Talk of the Town,Comedy Drama Romance Thriller
27236,Two-Lane Blacktop,Drama
42459,Bang the Drum Slowly,Drama
43261,The Benny Goodman Story,Drama Music
15347,Born Free,Family Adventure Drama
44968,Born Yesterday,Romance Comedy
37258,Equus,Drama Mystery
8996,Europa Europa,History Drama
125413,Fear Strikes Out,Drama
17729,The Glenn Miller Story,History Drama Music
12157,Green Card,Comedy Drama Romance
11571,Journey to the Center of the Earth,Adventure Fantasy Family
71142,One Good Cop,Drama Action
10293,Pauline à la plage,Romance Comedy Drama
2671,リング,Horror Thriller
9669,リング 2,Horror
45129,Salaam Bombay!,Drama Crime
42618,Sweet Charity,Comedy Drama Music Romance
41164,Talent for the Game,Drama
66027,Women in Love,Drama Romance
36211,Japón,Drama Foreign
9557,Boat Trip,Comedy
6171,Dreamcatcher,Drama Horror Thriller
13691,Piglet's Big Movie,Animation Family
11523,View from the Top,Comedy Romance
114065,Down & Out With The Dolls,Comedy Music
14675,The Awful Truth,Comedy Drama Romance
2525,The Bible: In the Beginning...,Drama
57447,La casa dalle finestre che ridono,Horror Mystery Thriller
42695,Jag är nyfiken - en film i gult,Drama
49845,Les dames du Bois de Boulogne,Drama Romance
18992,My Friend Flicka,Action Adventure Drama Family
29912,The Robe,Drama
28881,Wind,Action Drama
80243,任逍遥,Comedy Drama
10782,Basic,Action Drama Mystery Thriller Crime
9341,The Core,Action Thriller Adventure
9776,Head of State,Comedy
10735,What a Girl Wants,Comedy
16425,Assassination Tango,Drama Romance Thriller
25461,Raising Victor Vargas,Drama Romance
51927,Stevie,Documentary Drama Foreign
12516,夢,Fantasy Drama
1675,La nuit américaine,Comedy Drama
62184,Eye of God,Drama Thriller Crime Mystery
17057,In a Lonely Place,Drama Mystery Thriller
41938,Physical Evidence,Crime Thriller
79615,Square Dance,Drama Romance
40718,Wake of the Red Witch,Action Drama
42178,Winter Kills,Drama Thriller
203252,Fellini: Je suis un grand menteur,Documentary
6016,The Good Thief,Crime Drama Thriller
8409,A Man Apart,Action Drama
1817,Phone Booth,Thriller Drama
284096,Cet Amour-là,Drama
11299,カウボーイビバップ 天国の扉,Action Animation
17995,DysFunktional Family,Comedy Documentary
21052,Levity,Crime Drama
7294,Mies vailla menneisyyttä,Romance Comedy Drama
9506,Anger Management,Comedy
14290,Better Luck Tomorrow,Crime Drama
24982,Ghosts of the Abyss,Documentary
2662,House of 1000 Corpses,Horror
12093,Lilja 4-Ever,Crime Drama
18941,Marion Bridge,Drama
42383,XX/XY,Drama Comedy Romance
11817,Bulletproof Monk,Action Comedy Fantasy
24621,Chasing Papi,Comedy Romance
13370,A Mighty Wind,Comedy Music
8326,Holes,Adventure Family Drama Comedy
13411,Malibu's Most Wanted,Comedy Crime
11516,Le peuple migrateur,Documentary
10180,Blinkende lygter,Action Comedy Crime
994,Straw Dogs,Crime Drama Thriller Mystery
66918,Beginning of the End,
10514,The Andromeda Strain,Thriller
14237,Brainscan,Fantasy Horror
1714,Fahrenheit 451,Drama
14308,I Am Trying to Break Your Heart,Music Documentary
41461,The Iceman Cometh,Drama
9930,Legal Eagles,Comedy Crime Drama Romance Thriller
32083,Married to It,Comedy Romance
107569,Memories of Me,Drama Comedy
16651,The Other Side of Heaven,Action Adventure Drama Family
57565,A Private Function,Comedy
108553,Sibling Rivalry,Comedy Romance
12661,Undercover Blues,Comedy Crime
29355,Wildcats,Comedy Drama
24961,The Wiz,Adventure Family Fantasy Music
26866,Cartouche,Action Comedy Romance
31633,The Marrying Man,Action Comedy Romance Thriller
20978,"Mon père, ce héros",Comedy Drama
47762,Scenes from a Mall,Comedy
47329,Stella,Drama
10743,Confidence,Action Comedy Thriller Crime
2832,Identity,Mystery Thriller
31459,It Runs in the Family,Comedy Drama Family
19153,The Real Cancun,Documentary
31932,City of Ghosts,Thriller
38868,A Decade Under the Influence,Comedy Documentary Romance
72996,Dom durakov,Drama Music Romance Foreign
15098,Manic,Drama
11458,People I Know,Drama Thriller
16636,Spellbound,Documentary
18736,The Lizzie McGuire Movie,Family Comedy
36658,X2,Adventure Action Thriller
46989,Blue Car,Drama
20689,The Dancer Upstairs,Crime Drama Romance Thriller
13438,Gomgashtei dar Aragh,Drama Foreign
15394,Owning Mahowny,Crime Drama Thriller
10708,Daddy Day Care,Comedy Family
22016,L'Homme du train,Crime Drama
85472,Only the Strong Survive,Documentary Music
22958,The Shape of Things,Comedy Drama Romance
15850,The Trip,Drama Romance
251053,Washington Heights,Drama Romance
10989,101 Reykjavík,Drama Comedy Romance
1816,A Chorus Line,Drama Music
42017,Absolute Beginners,Fantasy Drama Music Romance
17667,Beat Street,Drama Music
17464,Breakin' 2: Electric Boogaloo,Drama Music
15259,Breakin',Music
10515,天空の城ラピュタ,Adventure Fantasy Animation Action Family Romance
45069,Hysterical Blindness,Drama Romance
117269,Lambada,Drama Music Romance
21024,Roadie,Comedy Music
42792,The Carpetbaggers,Drama
43232,Les Girls,Comedy Music Romance
22201,Gunfight at the O.K. Corral,Western
11424,High Society,Comedy Drama Music Romance
34857,Kiss Me Kate,Music
604,The Matrix Reloaded,Adventure Action Thriller
55616,Dracula: Pages from a Virgin's Diary,Horror
10720,Down with Love,Action Comedy Romance Thriller
51230,Cinemania,Documentary
23423,Friends and Family,Action Comedy
1555,L'Auberge espagnole,Drama Comedy Romance
33875,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,Action Adventure Animation Fantasy
310,Bruce Almighty,Fantasy Comedy
5146,The In-Laws,Action Comedy
30055,Gigantic (A Tale Of Two Johns),Documentary
12544,Respiro,Comedy Drama Foreign
12,Finding Nemo,Animation Family
9654,The Italian Job,Action Crime
9902,Wrong Turn,Horror Thriller
2260,Capturing the Friedmans,Documentary
61939,As Três Marias,Drama Foreign
18385,He ni zai yi qi,Drama
584,2 Fast 2 Furious,Action Crime Thriller
39125,Love the Hard Way,Romance Drama Crime
1088,Whale Rider,Drama Family
5921,Nevada Smith,Action Western
47423,纵横四海,Action Comedy Thriller Crime
49798,Regeneration,Drama War Foreign
43239,Silk Stockings,Comedy Music Romance
32140,Snowball Express,Comedy Family
14676,A Man Called Horse,Action Adventure Drama Western
78281,À vendre,Romance Drama Mystery
21717,Big Jake,Western
29425,The Crazies,Action Horror Thriller
28503,Dementia 13,Horror Thriller
59950,Drôle de drame,Comedy
5920,Le Mans,Action Drama
51391,Un coupable idéal,Crime Documentary
26593,Rio Lobo,Western
50285,Siam Sunset,Comedy Foreign Romance
33564,The Swimmer,Drama
43361,Lo sceicco bianco,Romance Comedy Drama
6646,Treasure Island,Adventure Family
29514,Due occhi diabolici,Horror Thriller
38720,Walk Don't Run,Comedy Romance
147729,Animals Are Beautiful People,Comedy Documentary Family
38732,Bend of the River,Western
15462,Car Wash,Romance Comedy Drama
22386,Come September,Comedy Romance
43828,Destry Rides Again,Action Comedy Western
11145,The Electric Horseman,Drama Comedy Western Romance
32328,Gay Purr-ee,Animation Drama Music Romance Family
47715,Intervista,Drama Comedy
29586,King Rat,Drama War
12629,Live Wire,Action Drama Thriller
111815,Mr & Mrs Bridge,Drama
25381,Night Passage,Action Drama Thriller Western
38800,The Rare Breed,Western
21027,Shenandoah,Action Adventure Drama Western
37264,Straight Talk,Comedy
11890,Oscar,Action Comedy Thriller Family
36807,The 6th Man,Fantasy Drama Comedy
18721,The Far Country,Drama Romance Western
37662,The Railway Children,Drama Family
11916,Two Mules for Sister Sara,Western
14551,Winchester '73,Western
34759,Ziggy  Stardust and the Spiders from Mars,Documentary Music
51426,Battle Cry,Drama Romance War
42986,The Courtship of Eddie's Father,Drama Comedy Romance Family
26317,Человек с киноаппаратом,Drama Documentary
43490,"Objective, Burma!",Action Drama War
40683,Operation Pacific,Drama Action War
8092,This Boy’s Life,Drama
18200,13 Rue Madeleine,Thriller War
15925,633 Squadron,Action Drama History War
32087,Attack,Action Drama War
290,Barton Fink,Comedy Drama
11463,Battle of Britain,Action Drama History War
2470,Belle Époque,Comedy Drama Romance
42640,The Big Trail,Adventure Western Romance
44043,Cloak and Dagger,Drama Thriller
30462,The Comancheros,Western
1403,Duel at Diablo,Action Western
10243,The Flight of the Phoenix,Adventure Drama
42541,From the Terrace,Drama Romance
37103,"Heaven Knows, Mr. Allison",Adventure Drama War
46059,The Hot Rock,Crime Action Comedy
40085,"The Long, Hot Summer",Drama Romance
47684,Man of Aran,Documentary Drama
2263,Music Box,Crime Drama Romance Thriller
6523,North to Alaska,Western
2527,Que la bête meure,Drama Thriller
18780,Sink the Bismarck!,Action Drama History War
19728,The Blue Max,War Action Adventure Drama
26205,The Desert Fox: The Story of Rommel,Action Drama History War
3009,Le procès,Crime Drama
6643,The Unforgiven,Romance Western Drama
18972,The Undefeated,Western
53380,Divine Trash,Documentary
14817,Good Burger,Comedy Family
41426,Jubilee,Comedy Drama Fantasy Music
41791,Mississippi Masala,Drama Romance
49842,Quai des Orfèvres,Crime Drama
41670,A Stranger Among Us,Drama Romance Crime
30708,Cahill U.S. Marshal,Drama Western
38765,Chisum,Western
29627,Defence of the Realm,Action Thriller
98984,Eat a Bowl of Tea,
36372,Half Moon Street,Drama
30529,La tregua,Drama History War
24073,Opportunity Knocks,Comedy
2071,Shattered,Mystery Thriller
43516,The Song of Bernadette,Drama
33638,The Life and Times of Judge Roy Bean,Action Comedy Western
57476,The Spirit of '76,Comedy
32489,Thoroughly Modern Millie,Comedy Music Romance
48864,Where the Heart Is,Comedy Drama
10152,Dumb and Dumberer: When Harry Met Lloyd,Comedy
31246,From Justin to Kelly,Comedy Romance
11375,Hollywood Homicide,Action Adventure Comedy Thriller
20694,Rugrats Go Wild,Animation Family
16311,The Hard Word,Action Comedy Crime
24985,The Heart of Me,Drama Romance
18300,Décalage horaire,Comedy Drama Romance
55735,Loco Love,Comedy Romance
185465,Manito,Drama
210728,No Turning Back,
39088,Oligarkh,Drama Action Thriller Crime
17813,Alex & Emma,Comedy Romance
94996,On_Line,
42995,Experiment in Terror,Crime Thriller
115665,Éxtasis,Drama Foreign
4708,Paris brûle-t-il?,War Drama History
35068,Murphy's War,Drama War
42511,Orphans of the Storm,Drama History
35669,The Satanic Rites of Dracula,Horror
49584,Strange Planet,Comedy Romance
170,28 Days Later,Horror Thriller
9471,Charlie's Angels: Full Throttle,Action Adventure Comedy
12800,Benzina,Crime
44562,Ed and His Dead Mother,Comedy
9581,全職殺手,Action Crime Drama Thriller
117179,Just a Little Harmless Sex,Comedy Romance
15486,The Bank,Drama Thriller
216,Angst essen Seele auf,Romance Drama
47676,"Bodies, Rest & Motion",Drama Romance
45139,Jesus,Drama History
44736,The Long Ships,Adventure Drama
18569,Made for Each Other,Comedy Drama Romance
113739,Ring of Terror,Horror Thriller
52758,You Only Live Once,Crime Drama Romance
38171,Anastasia,Drama Comedy Romance
61225,The Babe,Drama
18886,Flight of the Intruder,Action Adventure Drama Thriller
24109,Fun with Dick and Jane,Comedy Crime
19957,Knights of the Round Table,Romance Action Adventure Fantasy Drama
42176,The Main Event,Comedy Romance
39231,Man's Favorite Sport?,Comedy Romance
18722,Mr. Baseball,Comedy Romance
43039,Ποτέ την Κυριακή,Drama Comedy Romance
40634,Nuts,Drama
20645,八月の狂詩曲,Comedy Drama Foreign
33454,Scaramouche,Action Adventure Drama
19753,Start the Revolution Without Me,Comedy History
48451,Strange Bedfellows,Comedy Foreign Romance
11482,Le locataire,Horror Thriller Fantasy
70912,The Advocate,Drama History Thriller Crime Romance Foreign Comedy
42492,Up the Sandbox,Drama Comedy
6949,"What's Up, Doc?",Comedy Romance
1927,Hulk,Drama Action
10327,"Legally Blonde 2: Red, White & Blonde",Comedy
14411,Sinbad: Legend of the Seven Seas,Family Animation Adventure
296,Terminator 3: Rise of the Machines,Action Thriller
302,Swimming Pool,Thriller Crime
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action
46993,Madame Satã,Drama
8698,The League of Extraordinary Gentlemen,Fantasy Action Thriller
554,Kukushka,Drama History Romance
61545,The Holy Land,Drama
34840,Une femme de ménage,Comedy Drama Romance
17920,I Capture the Castle,Drama Romance
40947,Km. 0,Comedy Romance
32235,Northfork,Fantasy Drama
8961,Bad Boys II,Adventure Action Comedy Thriller Crime
17403,How to Deal,Drama Comedy Romance
9486,Johnny English,Adventure Action Comedy
20439,The Anarchist Cookbook,Drama Comedy Thriller
3472,Dirty Pretty Things,Crime Drama Thriller
35265,L'imbalsamatore,Foreign Drama Romance
25921,Garage Days,Comedy Drama Music
24259,Cavale,Thriller
41453,Umi wa miteita,Drama Foreign Romance
68927,Born to Be Wild,Drama Family
11894,Curly Sue,Comedy Drama Family Romance
20726,Little Giants,Comedy Family
24558,Loose Cannons,Action Comedy Crime Mystery Thriller
12649,The Mouse That Roared,Comedy
44916,Spencer's Mountain,Drama Comedy
24356,Masked and Anonymous,Drama Music
1996,Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller
4464,Seabiscuit,Drama History
12279,Spy Kids 3-D: Game Over,Action Adventure Comedy Family
9104,Buffalo Soldiers,Drama Comedy War Crime Thriller
33339,Camp,Comedy Music
47232,Hotel,Comedy
71714,La hija del caníbal,Adventure Drama Comedy Thriller Crime Romance Foreign
54580,Los lunes al sol,Drama
4613,Scorched,Comedy Crime
12530,Avanti!,Comedy Drama Romance
45096,Eve of Destruction,Action
21882,Gator,Drama Crime Action
29805,Juggernaut,Thriller Action Crime
24993,Kickboxer 2:  The Road Back,Action Adventure
53021,"Kiss Me, Stupid",Comedy Romance
430,"One, Two, Three",Comedy Family
123833,Amores Possíveis,Drama Thriller
5185,The Private Life of Sherlock Holmes,Adventure Comedy Crime Mystery Romance Thriller
10553,Remo Williams: The Adventure Begins...,Comedy Action Adventure
21512,The Blood of Heroes,Action Adventure
21449,"What's Up, Tiger Lily?",Action Comedy
4984,White Lightning,Drama Action Crime
8273,American Wedding,Comedy Romance
8046,Gigli,Drama
50350,And Now... Ladies and Gentlemen...,Drama Romance Thriller
287811,Boys Life 4: Four Play,
48967,I'll Be There,Comedy Drama Family Music
8094,The Magdalene Sisters,Drama
26195,The Secret Lives of Dentists,Drama
10330,Freaky Friday,Comedy
125952,Bord de mer,Drama Foreign
9257,S.W.A.T.,Action Thriller Crime
9499,Le Divorce,Comedy Drama Romance
17180,修羅雪姫,Action
15292,Step Into Liquid,Documentary Drama
12491,Accattone,Drama
41660,The Making of '...And God Spoke',
78041,Big Trouble,Action Comedy
27814,Brain Damage,Comedy Horror
41206,A Double Life,Drama Thriller Crime
33954,Uccellacci e uccellini,Comedy Drama
48364,The Man in the Glass Booth,Action Drama Thriller
71010,Purpose,Thriller
23395,The Red Pony,Action Drama Western
47278,Sex and the Other Man,Drama Comedy
24192,Il vangelo secondo Matteo,History Drama
10237,The Honeymoon Killers,Crime Drama Thriller
833,Umberto D.,Drama
26755,Brother's Keeper,Documentary
42470,The Day of the Dolphin,Action Crime Drama Thriller
3101,I Love You to Death,Action Comedy Crime
6466,Freddy vs. Jason,Horror
20210,Grind,Action Comedy
2055,Open Range,Western
11770,少林足球,Action Comedy
14926,Uptown Girls,Comedy
2771,American Splendor,Comedy Drama
1778,The Backyard,Documentary
44408,Carnages,Drama Foreign
54390,Passionada,Comedy Romance
10923,Agent Cody Banks,Action
17745,Camp Nowhere,Comedy Drama Family
79888,The Cemetery Club,Comedy
114776,Changing Habits,Romance Comedy Drama
21989,Hot Dog... The Movie,Comedy
18573,House of Wax,Crime Horror Mystery
37451,The Inn of the Sixth Happiness,Drama
41759,Man's Best Friend,Horror Thriller
37227,Of Unknown Origin,Horror
48791,Prince of Jutland,Drama Adventure
80047,Remando al viento,Horror Drama Romance Thriller
41944,The Rachel Papers,Comedy Romance
8992,The Sure Thing,Comedy Drama Romance
35371,Thrashin',Action Drama
19053,Valley Girl,Comedy Romance
11206,Wait Until Dark,Horror Crime Thriller
49762,Where the Rivers Flow North,Drama
30970,Code Inconnu: Récit Incomplet de Divers Voyages,War Drama Romance
13154,Showdown in Little Tokyo,Action Thriller
18148,東京物語,Drama
54898,Le rayon vert,Drama Romance
636,THX 1138,Drama Mystery
3055,Valley of the Dolls,Music Drama Romance
40920,The Business of Fancydancing,Music Drama
54986,춘향뎐,Drama Romance
43048,Tunes of Glory,Drama
11898,Kind Hearts and Coronets,Comedy Drama
26225,Ash Wednesday,Drama Action Crime
14881,Joe Kidd,Western
26198,The Keep,Horror
35072,Kaitei gunkan,Foreign
43226,地球防衛軍,
44585,Attack of the Puppet People,Horror
35073,"The Beast from 20,000 Fathoms",Adventure Horror
9051,10,Comedy Romance
9362,Tremors,Action Horror
19542,The Red Shoes,Drama Romance
120683,Me & Isaac Newton,Documentary
936,The Pink Panther,Comedy Crime
12268,The Pink Panther Strikes Again,Comedy Mystery
10999,Commando,Action Adventure Thriller
33521,Dracula,Horror Romance
4593,Le Charme discret de la bourgeoisie,Comedy
34044,Waco: The Rules of Engagement,Documentary
12276,我的父亲母亲,Drama Romance
3782,生きる,Drama
36629,Comic Book Villains,Action Comedy
2891,An Angel at My Table,Drama
12722,War Photographer,Documentary Foreign
41806,"¡Ay, Carmela!",Drama Comedy War
143795,War and Peace,
38304,Loin,Drama Romance
26246,Incident at Oglala,Documentary
124839,Prerokbe Ognja,Music Documentary
20815,The Handmaid's Tale,Drama
19433,Revolution OS,Documentary
99006,Live Nude Girls Unite!,Documentary
48464,All the Little Animals,Drama Adventure
7504,1947: Earth,Drama
513,Fire,Drama Romance
6619,Morte a Venezia,Drama
32316,Marci X,Comedy
10610,The Medallion,Thriller Fantasy Action Comedy
2830,My Boss's Daughter,Comedy Romance
15920,Babí Léto,Family Comedy Drama
21413,The Battle of Shaker Heights,Comedy Drama Romance
38874,Sin noticias de Dios,Comedy
16405,Dust,Action Drama Romance Western
33255,Stoked: The Rise And Fall Of Gator,Documentary
178675,Venus Boyz,Documentary
99648,Tan de repente,Drama Comedy
11351,Jeepers Creepers 2,Horror Thriller
333,Bollywood/Hollywood,Comedy Drama Music Romance
30246,Civil Brand,Crime Drama Thriller
112961,Nola,Comedy Romance
22200,Once Upon a Time in the Midlands,Action Comedy Drama Romance
2722,El otro lado de la cama,Romance Drama
27090,Zero Day,Drama
13778,Dickie Roberts: Former Child Star,Comedy
9616,The Order,Drama Fantasy Horror Mystery Romance Thriller
55015,Home Room,Drama
1415,Party Monster,Comedy Drama Crime
31094,Taking Sides,Drama
11547,Cabin Fever,Horror
7270,Matchstick Men,Comedy Drama Crime Thriller
1428,Once Upon a Time in Mexico,Action
17906,Dummy,Comedy Drama Romance
153,Lost in Translation,Drama
66111,Luster,Drama
33320,千年女優,Animation Drama Romance
15136,夕陽天使,Action Thriller
61054,Children Of The Night,Horror
4703,Daisy Miller,Drama Romance
29507,Erleuchtung Garantiert,Comedy
27590,Gotcha!,Action Comedy Thriller
52734,Hard to Hold,Comedy Drama Romance
14603,Kuffs,Action Comedy Crime
10617,黃飛鴻,Action Drama
10618,黃飛鴻之二男兒當自強,Action Comedy
10619,黃飛鴻之三獅王爭霸,Action
11293,Paper Moon,Comedy Crime Drama
36759,Sgt. Pepper's Lonely Hearts Club Band,Adventure Music Family
38960,En sång för Martin,Drama Romance Foreign
19383,Targets,Thriller
53650,The Ugly American,Thriller Drama
40775,The Bostonians,Drama Romance
9584,Convoy,Action Comedy Drama
8408,Day of the Dead,Horror
14030,"Hello, Dolly!",Comedy Family Music Romance
49685,Je rentre à la maison,Drama Foreign
2687,Memoirs of an Invisible Man,Comedy Fantasy
16323,The Rose,Drama Music Romance
39859,See No Evil,Crime Thriller Mystery
41846,Super Sucker,Comedy
74585,Stazione Termini,Drama Romance
23325,At War with the Army,Comedy
16790,Bingo,Action Adventure Comedy Family
31579,God Told Me To,Horror Thriller Mystery
40353,"I, Madman",Horror Thriller
23033,Jungle Book,Action Adventure Family Fantasy
19064,Once Bitten,Horror Comedy Romance
34564,The Shrimp on the Barbie,Comedy Romance
25241,Squirm,Horror
43041,The Adventures of Huckleberry Finn,Drama Family Adventure Comedy
28942,The Brood,Horror Thriller
37025,The Prince and the Pauper,Adventure Drama Family Fantasy
10739,Anything Else,Comedy Romance
12767,Cold Creek Manor,Mystery Thriller
22309,The Fighting Temptations,Comedy Music Romance
13156,Secondhand Lions,Comedy Drama Family
277,Underworld,Fantasy Action Thriller
9707,Bubba Ho-tep,Comedy Horror Thriller Mystery Fantasy
38244,Casa de los Babys,Drama
24488,Demonlover,Thriller Drama Mystery
278813,Esmeraldero,
20321,Doctor Sleep,Crime Horror Thriller Mystery
36791,In This World,Drama Foreign
61401,Tibet: Cry of the Snow Lion,Documentary
17614,יוסי וג'אגר,War Drama Romance
7288,Duplex,Action Comedy Thriller
10159,The Rundown,Adventure Action Comedy Thriller
10934,Under the Tuscan Sun,Romance
287816,Camera Obscura,
54243,Kart Racer,Action Drama Family
5653,Luther,Drama History
321,Mambo Italiano,Comedy Romance
20,My Life Without Me,Drama Romance
18113,National Lampoon Presents Dorm Daze,Comedy
5168,Être et avoir,Documentary
